date,city,cargo on y/n,cargo off y/n,packages on #,packages off #,goods-on name,goods-off name,
1874-08-29,Amara,0,1,,,,some cargo,
1874-08-30,Basra,1,0,,,coal,,
1874-08-31,Maghil,0,0,,,,,got receipts for wheat
1874-08-31,Qurna,0,1,,,,letters,
1874-09-01,Amara,1,1,,,"2 tons coal, 5 dubbees ghee, 13 baskets ghee",9 bales,
1874-09-02,Kut,1,0,,,3 tons coal,,coal sent from a boat in goffa
1874-09-10,Baghdad,1,0,,,"100 bags wheat, 100 bags gallnuts, wool",,
1874-09-12,Baghdad,1,0,,,"wool, gallnuts, bales of carpets",,mostly through - little local cargo
1874-09-17,Kut,1,1,,50,5 tons coal,50,
1874-09-18,Amara,1,1,,,coal,few,
1874-09-19,Qurna,0,1,,,,11 bales,
1874-09-21,Basra,0,0,,,,,"cargo of ""Burmah,"" cargo of ""Attroll"""
1874-09-24,Seyyid Abbas,1,0,,,5 tons coal,,taken out of grounded coal boat
1874-09-27,Gherara,0,1,,,,letters for Blockey,
1874-09-29,Baghdad,1,0,,,400 bags wheat,,
1874-10-01,Baghdad,1,0,,,400 bales wool,,
1874-10-06,Kut,1,1,,,4 tons coal,1 bale,
1874-10-07,Amara,0,1,,20,,20,
1874-10-08,Qurna,0,1,,27,,27,
1874-10-09,Basra,1,1,133,,133,"400 bags wheat, 300 bales wool","cargo of ""Pershire"""
1874-10-10,Basra,1,1,,,55 tons coal,100 bales wool,"cargo of ""Cashmere"""
1874-10-11,Basra,0,1,,,,20 tons coal,
1874-10-12,Basra,1,0,,,494 packages; 600 cases candles; 10 other packages,,"494 cargo of ""Calcutta""; candles and 10 misc of ""Mesopotamia"""
1874-10-13,Amara,1,0,,,135 okkas passenger luggage,,I think is total all passenger
1874-10-14,Kut,1,1,,,9 tons coal,4 bags coffee,
1874-10-16,Gherara,0,1,,,,letters for Blockey,
1874-10-19,Baghdad,1,0,,,"300 bales wool, some other cargo",,
1874-10-21,Gherara,1,0,,,16 horses,,
1874-10-22,Kut,1,1,,,coal,2 bales,
1874-10-24,Amara,0,1,,36,,36,
1874-10-25,Maghil,0,1,,,,16 horses,
1874-10-25,Basra,1,1,,,coal,388 bales,"cargo-off for ""Mesopotamia"""
1874-10-26,Basra,1,0,384,,384,,"cargo-on of ""India"" "
1874-10-28,Kut,1,0,,,8 tons coal,,
1874-10-30,Gherara,0,1,,,,letters for Blockey,
1874-11-03,Baghdad,1,0,,,600 bales dates in skins; 400 bales wool,,"dates consigned to Calothi for England, wool for England"
1874-11-06,Kut,1,1,,,4 tons coal,7 bales,
1874-11-07,Amara,0,1,,7,,7,
1874-11-08,Qurna,0,1,,,,7 bales,
1874-11-09,Basra,0,0,,,,,"cargo of ""Mesopotamia"""
1874-11-10,Basra,0,1,,,,wool,"cargo of ""Mesopotamia"""
1874-11-10,Maghil,1,0,,,coal,,
1874-11-11,Amara,0,1,,,,4 bales,
1874-11-12,Kut,1,0,,,15 tons coal,,
1874-11-14,Gherara,0,1,,,,letters for Blockey,
1874-11-17,Baghdad,1,0,,,"400 bags wheat, 400 cases dates",,wheat of Lynch; dates from Rufail Yaghchi to Sertaanes Basra (?)
1874-11-18,Baghdad,1,0,,,200 cases dates,,dates of Rufail Yaghchi
1874-11-19,,1,0,,,"2500 okkas melons, watermelons, pomegranates",,"loaded before, just weighed"
1874-11-20,Kut,1,1,,,"200 bags ?wheat (10,000 okkas); 5 tons coal","2 bales, 40 bundles gunny bags",gunnies for Lynch grain
1874-11-21,Amara,0,1,,104,,104,
1874-11-22,Qurna,0,1,,17,,17,
1874-11-22,Maghil,0,1,,,,letters,
1874-11-22,Basra,0,1,,54,,54,Basra cargo
1874-11-23,Maghil,1,1,,,25 tons coal,600 bags grain,
1874-11-23,Basra,1,0,462,,462,,"cargo of ""Calcutta"""
1874-11-24,Basra,1,0,,,200 casks alum,,alum of Lynch
1874-11-25,Amara,1,1,,,hides,few,
1874-11-26,Kut,1,0,,,9 tons coal,,
1874-12-23,Baghdad,1,0,,,700 bags wheat,,wheat of Lynch
1874-12-25,Kut,1,1,,19,900-1000 bags sesame,19,sesame of Lynch fo rBasra
1874-12-26,Amara,0,1,,57,,57,
1874-12-27,Qurna,0,1,,,,3 bales,
1874-12-27,Maghil,0,1,,,,letters,
1874-12-28,Maghil,1,1,,,"logwood, coal","wheat, 1395 bags sesame",wheat and sesame of Lynch
1874-12-29,Basra,1,1,369,117,369,117,"cargo-on of ""Bushire"" heavy; cargo-off 90 for Basra, 17 through"
1874-12-31,Kut,1,0,,,14 tons coal,,"coal from ""Comet"" depot"
1875-01-04,Baghdad,0,1,,,,coal,
1875-01-07,Baghdad,0,0,,,,,through and river cargo - lots
1875-01-09,Kut,1,1,,35,600 bags sesame,35,"sesame of Lynch for ""Mesopotamia"""
1875-01-10,Amara,0,1,,64,,64,
1875-01-11,Qurna,0,1,,45,,45,
1875-01-12,Maghil,0,1,,,,1 horse,horse of Carter
1875-01-12,Basra,1,0,,,45 tons coal,,
1875-01-13,Basra,1,0,,,34 tons coal,,merchant's cargo; unclear if coal additional or total
1875-01-15,Amara,1,1,,10,"coal, few hides",10,
1875-01-16,Kut,1,1,,,coal,1 bale,
1875-01-26,Baghdad,1,0,,,1000 bags wheat,,wheat of Jebra Asfar
1875-01-31,Kut,1,1,,9,"100 bags barley, 6 tons coal",9,barley of Lynch
1875-02-01,Amara,0,1,,48,,48,
1875-02-01,Qurna,0,1,,,,6 bales,
1875-02-01,Maghil,1,1,,,coal,"146 bags galls, 100 bags barley",
1875-02-04,Amara,1,1,,6,4 tons coal,6,
1875-02-05,Kut,1,0,,,coal,,
1875-02-10,Baghdad,1,0,,,"600 bags wheat, 200 bags gallnuts",,"wheat of Yaqub Ghala, gallnuts for ""Mesopotamia"""
1875-02-12,Gherara,1,0,,,1 horse,,horse of Capt Holland for Bushire
1875-02-13,Kut,1,1,,18,coal,18,
1875-02-14,Amara,0,1,,,,lots,
1875-02-14,Maghil,0,1,,,,"258 bales gallnuts and wool, 600 bags wheat",
1875-02-15,Basra,1,0,,,"indigo, piece goods",,"432 packages of ""Cashmere"" from last week"
1875-02-16,Basra,1,0,,,"650; total abt 120,000 okkas",,still have 607 of Calcutta and 432 in custom house
1875-02-17,Amara,1,0,,,coal,,
1875-02-19,Kut,1,0,,,coal,,
1875-02-24,Baghdad,1,0,,,1100 skins dates; gallnuts,,"for ""Mesopotamia""; dates ""of Jews"""
1875-02-27,Kut,0,1,,51,,51,
1875-02-28,Amara,0,1,,,,lots,
1875-03-01,Qurna,0,1,,,,5 bales,
1875-03-02,Basra,0,0,,,,,"remaining cargo 1360 packages of ""Euphrates;"" cargo of ""Calcutta"""
1875-03-02,Maghil,1,0,,,2000L,,"from ""Constance"" from Jedda to Baghdad"
1875-03-03,Amara,1,0,,,"10 tons coal, 4000 okkas passenger luggage",,
1875-03-05,Kut,1,0,,,10 tons coal ,,
1875-03-10,Baghdad,1,0,,,"grain, dates, gallnuts",,"for ""Mesopotamia"""
1875-03-13,Kut,1,1,,111,4 tons coal,111,
1875-03-13,Ali Gharbi,0,1,,,,money,
1875-03-13,Amara,0,1,,72,,72,
1875-03-14,Qurna,0,1,,,,3 bales,
1875-03-14,Maghil,0,1,,,,letters,
1875-03-15,Basra,1,1,824,181,824,181,"goods-on of last mail str ""Punjab,"" goods-off 150 packages Basra, 31 packages for mail str"
1875-03-16,Basra,1,0,1242,,1242,,"cargo of 5 mail strs: 97 ""Calcutta"" (2/16); 37 ""Euphrates;"" 823 ""Punjab;"" 136 ""Burmah;"" 782 ""Penang"" also 140 cases of ""Mesopotamia"""
1875-03-17,Amara,1,0,,,10 tons coal,,
1875-03-19,Kut,1,0,,,12 tons coal,,
1875-03-24,Baghdad,1,0,,,gallnuts,,"for ""Mesopotamia"""
1875-03-25,Baghdad,1,0,,,700 bags wheat,,wheat of Shaul Ghala
1875-03-27,Kut,1,1,,6,coal,6,
1875-03-27,Amara,1,1,,30,coal,30,
1875-03-28,Qurna,0,1,,,,2 bales,
1875-03-28,Maghil,1,1,,713,coal,713,for Mesopotamia
1875-03-28,Maghil,0,1,,,,500 bags wheat,wheat of Yaqub Shaul Ghala
1875-03-28,Basra,0,0,,,,,"241 packages of ""Cashmere;"" cargo of ""Calcutta"""
1875-03-30,Amara,0,1,,25,,25,
1875-04-01,Sheikh Saad,0,1,,,,bundle money,
1875-04-02,Kut,1,0,,,12 tons coal,,
1875-04-08,Baghdad,0,0,,,,,local cargo up to No 44
1875-04-09,Baghdad,1,0,,,"13,000; trip total 15,275 okkas; 10,957.75 gsp",,
1875-04-10,Kut,1,1,,55,coal,55,
1875-04-10,Ali Gharbi,0,1,,,,money,
1875-04-10,Amara,0,1,,68,,68,
1875-04-11,Qurna,0,1,,,,6 bales,
1875-04-13,Basra,1,0,,,"trip total 113,751 okkas; 46,538.75 gsp",,
1875-04-14,Amara,1,0,,,coal,,
1875-04-15,Kut,1,0,,,7 tons coal,,
1875-04-23,Baghdad,1,0,,,"trip total 15,487 okkas; 10,696.5 gsp",,
1875-04-24,Ali Gharbi,0,1,,,,money,
1875-04-24,Amara,1,1,,,coal,yes,
1875-04-26,Basra,1,1,,108,10 tons coal,108,"cargo-off 71 Basra cargo, 37 through"
1875-04-27,Basra,1,0,,,"1669; towing 2 boats of ""Nimble""; trip total 138,276 okkas; 51,972.5 gsp",,goods-on through cargo
1875-04-28,Qurna,0,1,,,,"2 boats w crew of ""Nimble""",
1875-04-28,Amara,1,0,,,8 tons coal,,
1875-04-30,Kut,1,0,,,14 tons coal,,
1875-04-30,[City of London],1,0,,,few baskets coal,,
1875-05-07,Baghdad,1,0,,,"trip total 14,696 okkas; 16,742.75 gsp",,
1875-05-07,Salhyat,0,1,,,,money,
1875-05-07,Kut,1,1,,26,3.5 tons coal,26,
1875-05-08,Sheikh Saad,0,1,,8,,8,
1875-05-08,Amara,1,1,,97,coal,97,
1875-05-09,Qurna,0,1,,3,,3,
1875-05-09,Basra,1,0,,,20 tons coal,,
1875-05-10,Basra,1,0,,,"855; trip total 72,422 okkas; 33,940 gsp",,through cargo
1875-05-10,Qurna,0,1,,,,letters,
1875-05-11,Amara,1,1,,14,100 bales wool; hides,14,
1875-05-12,Ali Gharbi,0,1,,,,money,
1875-05-12,Sheikh Saad,0,1,,,,money,
1875-05-12,Kut,1,1,,8,158 bales wool,8,
1875-05-13,Salhyat,1,0,,,50 bales wool,,wool for Lynch
1875-05-20,Baghdad,1,0,,,"cargo, wool; total 53,304 okkas; 18,345.5 gsp",,cargo only for Basra and through - river quarantine
1875-05-22,Maghil,0,1,,,,letters,
1875-05-22,Maghil,1,1,,,coal,263 bales wool,
1875-05-23,Basra,1,1,,50,tobacco,50,Basra cargo
1875-05-25,Basra,1,0,,,"trip total 72,739 okkas; 30,717.75 gsp",,
1875-05-26,Amara,1,0,,,"120 bales wool, coal",,
1875-05-27,Ali Gharbi,0,1,,,,2 tons coal,coal for steam launch
1875-05-28,Azizieh,0,1,,,,2 tons coal,coal for steam launch
1875-06-11,Baghdad,1,0,,,bales wool,,
1875-06-14,Baghdad,1,0,,,pressed bales wool,,
1875-06-15,Baghdad,1,0,,,1037 bales wool,,100 bales of Lynch; wool generally for Jeddah
1875-06-16,Baghdad,1,0,,,"trip total 130,294 okkas; 31,022.75 gsp",,
1875-06-17,Kut,1,0,,,coal,,
1875-06-17,Amara,0,1,,,,few,
1875-06-18,Qurna,0,1,,,,"telegrams to Carter, Cunningham",
1875-06-18,Maghil,0,1,,,,letters,for Carter
1875-06-18,Basra,0,1,,,,wool,"of Paul, Mackenzie"
1875-06-18,Maghil,0,1,,,,707 bales wool,"for ""Mesopotamia"" to Marseilles"
1875-06-19,Maghil,1,1,,,coal,wool,
1875-06-20,Basra,1,0,,,"124 ?basket; trip total 78,706 okkas; 30,357 gsp",,
1875-06-21,Amara,0,1,,26,,26,
1875-06-22,Kut,1,0,,,450 bales wool,,
1875-06-29,Baghdad,1,0,,,"wool, gallnuts",,
1875-06-30,Baghdad,1,0,,,"93,584 okkas; 23,820 gsp",,mostly wool
1875-07-01,Kut,0,1,,50,,50,
1875-07-02,Amara,0,1,,89,,89,
1875-07-02,Maghil,1,1,,,25 tons coal,"301 bales wool, gallnuts",
1875-07-03,Basra,0,1,,,,wool,"wool for ""Assyria"" of BISN"
1875-07-04,Basra,1,0,329,,329,,"249 packages through, 80 from Basra"
1875-07-05,Basra,1,0,,,"trip total 48,754 okkas; 24,515.5 gsp",,
1875-07-05,Qurna,0,1,,,,letters,
1875-07-05,Azair,1,0,,,coal,,had been left for el-Bark
1875-07-05,Amara,1,1,,12,"23 bales wool, som coal",12,
1875-07-06,Ali Gharbi,1,0,,,coal; 19 skins ghee,,had been left for el-Bark
1875-07-06,Kut,1,1,,9,"coal, 100 bales wool",9,
1875-07-07,Azizieh,1,0,,,coal,,had been left for el-Bark
1875-07-13,Baghdad,0,0,,,,,45 bills of lading
1875-07-14,Baghdad,1,0,,,"trip total 93,478 okkas; 26,005.75 gsp",,
1875-07-15,Kut,1,1,,44,"5 bales wool, coal",44,
1875-07-15,Amara,0,1,,,,lots,
1875-07-16,Qurna,0,1,,10,,10,
1875-07-16,Maghil,0,1,,,,letters,
1875-07-16,Maghil,1,1,,,25 tons coal,"wool, gallnuts",
1875-07-17,Basra,1,0,32,,32,,Basra merchant cargo
1875-07-18,Basra,1,0,,,"218 bags tobacco; trip total 41,124 okkas; 20,866 gsp",,tobacco of Haji Abdulrahim
1875-07-19,Amara,0,1,,,,yes,
1875-07-20,Sheikh Saad,0,1,,,,money,
1875-07-20,Kut,1,1,,3,63 bales wool,3,
1875-07-26,Baghdad,1,0,,,"wool, galls",,"for ""Mesopotamia,"" ""Java"""
1875-07-28,Baghdad,1,0,,,"trip total 114,748 okkas; 28,290.25 gsp",,
1875-07-28,Gherara,1,0,,,1 horse,,
1875-07-29,Kut,0,1,,29,,29,
1875-07-29,Ali Gharbi,0,1,,,,14 bales,
1875-07-30,Amara,0,1,,,,yes,
1875-07-30,Qurna,0,1,,,,1 box,either goods or damaged paddle box
1875-07-31,Maghil,0,1,,,,"500 bales wool, gallnuts",
1875-07-31,Basra,1,0,,,700 packages hoop iron and bars; 377 packages sugar piece goods drugs etc,,"cargo of ""Cashmere"""
1875-08-01,Basra,1,0,,,"62; trip total 45,757 okkas; 22,946.75 gsp",,"stores for ""Comet"" by ""Cashmere"""
1875-08-02,Amara,1,1,,,"money, 1 horse",20 empty dubbees,
1875-08-02,Kalat Sultan,0,1,,,,money,
1875-08-05,Gherara,0,1,,,,1 horse,
1875-08-09,Baghdad,1,0,,,"100 bales wool, other cargo",,"cargo for ""Mesopotamia"" and mail str"
1875-08-10,Baghdad,1,0,,,"668 bags wheat, 168 bales wool, 2 horses",,"horses for Amara, wheat for ""Mesopotamia"""
1875-08-11,Baghdad,1,0,,,"trip total 84,796 okkas; 22,275.75 gsp",,
1875-08-12,Kut,0,1,,7,,7,
1875-08-13,Amara,0,1,,,,yes,
1875-08-13,Qurna,0,1,,,,3 bales,
1875-08-13,Maghil,1,0,,,coal,,
1875-08-14,Basra,1,0,751,,751,,"cargo of ""Calcutta"""
1875-08-15,Basra,1,0,,,"trip total 83,536 okkas; 34,890 gsp",,
1875-08-16,Amara,1,0,,,coal,,
1875-08-17,Ali Gharbi,0,1,,,,15 bales,"of down trip, for Majid Khudayri"
1875-08-17,Kut,1,0,,,7 tons coal,,
1875-08-19,Nawab's garden,0,1,,,,kit,
1875-08-23,Baghdad,1,0,,,wool,,
1875-08-25,Baghdad,1,0,,,"trip total 89,415 okkas; 23,571.25 gsp",,
1875-08-26,Kut,1,1,,,coal,26 bales,
1875-08-27,Ali Gharbi,0,1,,,,5 bales,
1875-08-27,Amara,0,1,,,,lots,
1875-08-28,Qurna,0,1,,,,7 bales,
1875-08-28,Maghil,0,1,,,,9 cases,cases of Lynch
1875-08-28,Basra,1,0,,,coal,,
1875-08-29,Basra,1,1,,,coal; 376,wool,"376 packkages of ""Punjab""; also cargo of ""Mesopotamia"""
1875-08-30,Maghil,1,0,,,"trip total 68,587 okkas; 32,602 gsp",,
1875-08-30,Amara,1,0,,,cargo,,
1875-08-31,Ali Gharbi,0,1,,,,money,
1875-08-31,Sheikh Saad,0,1,,,,4 bales,
1875-08-31,Kut,1,0,,,6 tons coal,,
1875-09-06,Baghdad,1,0,,,wool,,wool of Jebra Asfar
1875-09-08,Baghdad,1,0,,,"trip total 81,198 okkas; 26,269.5 gsp",,
1875-09-11,Kut,1,1,,4,coal,4,
1875-09-12,Amara,0,1,,,,lots,
1875-09-12,Maghil,0,1,,,,letters,letters for Carter
1875-09-13,Basra,1,1,,,"900; coal; 200 bags tobacco; trip total 56,584 okkas; 25,198.5 gsp",490 bales wool,"900 packages of ""Cashmere""; tobacco from Basra"
1875-09-14,Qurna,0,1,,,,bundle money,
1875-09-14,Amara,1,0,,,"hides, coal",,
1875-09-15,Ali Gharbi,0,1,,,,2 bales,bales for Mejid Khudayri
1875-09-15,Kut,1,0,,,18 bales wool,,wool for Lynch
1875-09-23,Baghdad,1,0,,,wool,,sent 206 bales to Goosseiba to take there
1875-09-24,Baghdad,1,0,,,"trip total 74,880 okkas; 23,000.5 gsp",,
1875-09-25,Oweyn,1,0,,,206 bales wool,,from wood boats
1875-09-27,Kut,1,1,,18,7 tons coal,18,
1875-09-28,Ali Gharbi,0,1,,,,7 bales,
1875-09-28,Amara,0,1,,95,,95,
1875-09-29,Qurna,0,1,,,,20 bales,
1875-09-29,Maghil,0,1,,,,letters,letters for Carter
1875-09-29,Basra,0,1,,,,11; wool,"11 packages through for ""India"""
1875-09-30,Basra,1,0,,,1200 mostly bales piece goods,,"1200 packages of ""Rockby"" from England; 304 heavy bales"
1875-10-01,Basra,1,0,,,"mail, 2 boatloads cargo; trip total 72,243 okkas; 29,556.25 gsp",,"mail, cargo of ""Arcot"""
1875-10-02,Amara,1,0,,,"10 tons coal, 4000 okkas cargo",,
1875-10-03,Kut,1,0,,,10 tons coal,,
1875-10-05,Gherara,0,1,,,,letters,
1875-10-07,Baghdad,1,0,,,"wool, gallnuts",,sent 185 bales wool down to Azizieh in wood boats
1875-10-08,Baghdad,1,0,,,"trip total 83,950 okkas; 24,735 gsp",,
1875-10-10,below Azizieh,1,0,,,185 bales wool,,from boats
1875-10-11,Kut,1,0,,,6 tons coal,,
1875-10-12,Amara,1,1,,,coal,cargo,
1875-10-13,Qurna,0,1,,36,,36,
1875-10-13,Basra,0,1,,11,,11,"goods-off for ""Rockby;"" 11 packages through for mail"
1875-10-14,Basra,1,0,,,"756 + 140; trip total 57,329 okkas; 30,142.5 gsp",,"756 packages of ""Punjab"", 140 packages of ""Rockby"""
1875-10-15,Amara,1,1,,,10 tons coal,yes,
1875-10-16,Sheikh Saad,0,1,,,,money,
1875-10-16,Kut,1,0,,,"10 tons coal, 6 bales wool",,wool for Lynch
1875-10-21,Baghdad,1,0,,,582 skins dates,,dates for Europe
1875-10-22,Baghdad,1,0,,,"30,000 okkas",,
1875-10-23,Kut,1,1,,,coal,2 bales,
1875-10-24,Amara,1,1,,30,coal,30,
1875-10-25,Qurna,0,1,,,,2 bales,
1875-10-26,Basra,1,1,,,38 through; Basra cargo coffee; 89 wood planks,18 bales wool,wood planks of Antone and Yousif
1875-10-27,Basra,1,0,,,100 bags coffee,,
1875-10-27,Maghil,1,0,,,"30 tons coal, doom? Of boiler, heavy pieces iron; total 21,000 okkas ",,
1875-10-28,Amara,1,1,,27,"hides, ghee",27,
1875-10-29,Kut,1,1,,,"6 bales wool, 3 bales skins",13 bags coffee,
1875-11-16,Baghdad,1,0,,,"325 skins of dates, gallnuts",,
1875-11-18,Baghdad,1,0,,,8500 okkas,,"8500 okkas just passenger luggage - Kuba 2000 okkas, Zibak 1600 okkas"
1875-11-20,Kut,1,1,,,4.5 tons coal,little,
1875-11-21,Amara,0,1,,26,,26,
1875-11-23,Basra,1,0,,,"boxes of furniture for British Legation Tehran, heavy bales",,
1875-11-24,Basra,0,0,,,,,"through cargo of ""Assyria"""
1875-11-25,Amara,1,0,,,10 tons coal,,
1875-11-27,Kut,1,0,,,10 tons coal,,
1875-11-28,Nemlah,1,0,,,"towing ""El-Bark""",,
1875-11-28,Azizieh,0,1,,,,coal,coal for steam launch
1875-12-07,Baghdad,1,0,,,518 bales wool,,wool of Lynch
1875-12-10,Baghdad,1,0,,,"trip total 99,384 okkas; 24,982.5 gsp",,
1875-12-11,Kut,1,1,,21,537 bags sesame,21,sesame of Lynch
1875-12-12,Amara,1,1,,36,coal,36,
1875-12-13,Qurna,0,1,,3,,3,
1875-12-13,Maghil,0,1,,,,letters,"letters for Carter, Michael"
1876-08-14,Kut,1,0,,,5 tons coal,,
1876-08-22,Baghdad,1,0,,,"wool, other cargo",,
1876-08-23,Baghdad,1,0,,,"59,920 okkas; 21,883.75 gsp",,
1876-08-25,Kut,1,1,,10,5 tons coal,10,
1876-08-25,Sheikh Saad,0,1,,15,,15,
1876-08-26,Ali Gharbi,0,1,,,,money,
1876-08-26,Amara,0,1,,70,,70,
1876-08-27,Qurna,0,1,,46,,46,
1876-08-27,Maghil,0,1,,,,letters,letters for Carter
1876-08-27,Basra,0,1,,1,,1,through cargo for 'Calcutta'
1876-08-28,Basra,1,0,,,"1014, 10 tons coal",,"914 through cargo, 100 Basra cargo"
1876-08-29,Amara,1,0,,,"50 bales wool, some cargo, coal",,
1876-08-30,Kut,1,0,,,"15 tons coal, 8 bales twist",,
1876-09-06,Baghdad,1,0,,,"100 bales pipe tobacco, bales cloth, boxes candles etc",,
1876-09-07,Baghdad,1,0,,,300 bales wool,,"150 bales Yusif Gurci, 77 bales Yaqub Shaul Ghala, 70 bales Jebra Asfar, 52 bales Awaimes Iskender"
1876-09-08,Gherara,1,0,,,3 horses,,"2 horses of Nawab Ikbal ud Dowleh, 1 of Mr Carter"
1876-11-15,Baghdad,1,0,,,"50,000 okkas wool and dates",,
1876-11-16,Baghdad ,1,0,,,"trip total 63,685 okkas; 25,472 gsp",,
1876-11-17,Baghdadieh  ,1,0,,,"2 large spars, ropes, blocks",,kit to go back to Maghil
1876-11-18,Bghayla,1,0,,,coal,,coal is for steam launches
1876-11-18,Kut,0,1,,,,3 bales,
1876-11-19,Amara,0,1,,,,some,
1876-11-20,Qurna,0,1,,,,letters,
1876-11-20,Maghil,0,1,,,,cargo,"cargo for ""Mesopotamia"""
1876-11-21,Basra,0,1,,802,,802,"167 of ""Rockby,"" 635 of ""Calcutta"""
1876-11-22,Basra,1,0,,,"trip total 71,836 okkas; 30,147.75 gsp",,
1876-11-24,Amara,1,0,,,15 tons coal,,
1876-11-25,Ali Gharbi,1,0,,,coal,,
1876-11-26,Kut,1,0,,,15 tons coal,,
1876-11-27,Nemlah,0,1,,,,3 tons coal,coal for steam launches
1877-03-25,Ledj,0,1,,,,provisions,for Col Nixon's ship
1877-03-25,Azizieh,0,1,,,,coal,"for steam launch ""Venture"""
1877-03-26,Kut,0,1,,,,lots cargo,
1877-03-26,Sheikh Saad,0,1,,,,"coal, cargo",
1877-03-26,Amara,0,1,,,,cargo,
1877-03-27,Qurna,0,1,,,,some cargo,
1877-03-27,Maghil,1,0,,,coal,,
1877-03-29,Basra,0,0,,,,,"cargo of ""Mesopotamia,"" cargo of mail str"
1877-04-02,Maghil,1,0,,,40 tons coal,,
1877-04-05,Basra,1,0,,,"trip total 81,233 okkas; 29,328 gsp",,"cargo of ""Mesopotamia"""
1877-04-06,Qurna,0,1,,,,belems,"towed for ""Dafne"" officers"
1877-04-06,Amara,1,0,,,"5 tons coal, bales wool",,
1877-04-07,Kut,1,0,,,5 tons coal,,
1877-04-09,Gherara,0,1,,,,letters,
1877-04-18,Baghdad,1,0,,,2000 bags wheat,,wheat of Lynch
1877-04-20,Baghdad,1,0,,,"trip total 187,829 okkas; 43,809.75 gsp",,
1877-04-21,Kut,1,1,,34,2 tons coal,34,
1877-04-21,Ali Gharbi,0,1,,,,money,
1877-04-22,Defass (Amara quarantine),0,1,,8,,8,
1877-04-22,Amara,1,0,,,6 tons coal,,
1877-04-24,Garmat Ali (quarantine),1,0,553,,553,,"through cargo of ""Umballa"""
1877-04-25,Garmat Ali (quarantine),0,1,,,,"2600 bags wheat, 25 packages","wheat of Lynch, 25 packages Basra cargo"
1877-04-26,Garmat Ali (quarantine),1,0,,,"5 hares, 45 tons coal; trip total 116,795 okkas; 40,296.5 gsp",,
1877-04-27,Amara,1,0,,,"wool, other cargo, 5 tons coal",,
1877-04-29,Kut,1,0,,,"580 bales wool - 36,170 okkas",,wool mostly of Lynch; 46 bales of JMS/Rashed/Stifan Andrea
1877-05-01,Gherara,0,1,,,,6 horses,
1877-05-02,Baghdad,1,0,,,wheat,,wheat of Lynch
1877-05-03,Baghdad,1,0,,,2850 bags wheat,,
1877-05-04,Baghdad,1,0,,,"trip total: 204,622 okkas; 43,867.25 gsp",,
1877-05-05,Kut,0,1,,,,"cargo, ""treasure""",(treasure=specie?)
1877-05-05,Ali Gharbi,0,1,,,,money,
1877-05-06,Amara,0,1,,,,cargo,
1877-05-09,Garmat Ali (quarantine),1,0,,,"45 tons coal, 812 packages; total 40,000 okkas",,"762 packages through, 50 Basra packages"
1877-05-09,Garmat Ali (quarantine),1,0,,,"trip total 90,879 okkas; 33,410.75 gsp",,
1877-05-10,Amara,1,0,,,"177 bales wool, some coal",,
1877-05-11,Kut,1,0,,,"552 bales wool = 37,730 okkas",,540 bales wool of Lynch from Seyyid Hamudi; 12 bales JMS/Stifan from Rashid
1877-05-12,Azizieh,0,1,,,,coal,coal for steam launch
1877-05-13,Gherara,0,1,,,,letters,
1877-05-16,Baghdad,1,0,,,wheat,,wheat of Lynch
1877-05-17,Baghdad,1,0,,,"2000 bags wheat, 180 bags gallnuts",,
1877-05-18,Baghdad,1,0,,,"trip total 186,165 okkas; 39,896.25 gsp",,
1877-05-18,Kut,0,1,,33,,33,
1877-05-19,Amara,0,1,,,,cargo,
1877-05-22,Garmat Ali (quarantine),1,0,,,"50 tons coal, 580 packages",,"480 packages through, 100 packages Basra"
1877-05-23,Garmat Ali (quarantine),1,0,,,"45,000 okkas; trip total 73,560 okkas; 34,469.5 gsp",,
1877-05-24,Amara,1,0,,,"wool, hides",,
1877-05-25,Kut,1,0,,,200 bales wool,,
1877-05-25,below Nemlah ,0,1,,,,1 ton coal,coal for steam launch
1877-05-30,Baghdad,1,0,,,"wheat, wool",,wheat of Lynch
1877-05-31,Baghdad,1,0,,,"190,000 okkas",,
1877-06-01,Kut,0,1,,,,"lots cargo, treasure",
1877-06-02,Amara,0,1,,,,lots cargo,
1877-06-03,Garmat Ali (quarantine),1,0,510,,510,,"210 packages through, 300 from ""Virginia"" of Sassoon"
1877-06-05,Garmat Ali (quarantine),1,0,,,"2 carriages; 42,000 okkas, 56 tons coal",,
1877-06-07,Kut,1,0,,,600 bales wool,,wool of Lynch
1877-06-13,Baghdad,1,0,,,wool,,
1877-06-14,Baghdad,1,0,,,"wool, gallnuts, grain",,
1877-06-15,Kut,0,1,,,,"300 empty boxes tins (boxes of empty tins), lots cargo",tins for Turkish govt to fill w ghee for army
1877-06-16,Amara,0,1,,,,"700 empty boxes, lot of cargo",boxes for Turkish govt for ghee
1877-06-19,Maghil,1,0,,,70 tons coal,,
1877-06-20,Qurna,0,1,,,,1 packet,
1877-06-20,Amara,1,1,,,120 bales wool,60 empty dubbes,9 bales of Jeboory
1877-06-21,Kut,1,0,,,570 bales wool,,"370 bales Lynch, 200 bales other shippers"
1877-06-23,Gherara,0,1,,,,letter,letter to Blockey
1877-06-27,Baghdad,0,1,,,,wool,
1877-06-28,Baghdad,1,0,,,wheat,,
1877-06-29,Baghdad,0,1,,,,203 bales pressed wool,
