date,city,pass-on y/n,pass-off y/n,pass-on #,trip total passengers,pass-off #,notes
1877-07-18,Baghdad,1,0,64,,,
1877-07-19,[City of London],1,1,2,,1,"on: Mr Powell new chief mate, Mr Daw 2nd mate; off: Mr Blaney"
1877-07-20,Kut,1,1,4,,6,
1877-07-21,Amara,0,1,,,20,
1877-07-24,Basra,1,0,47.5,,,2C: Isaac Shalom Abedya a Jew
1877-07-24,Maghil,0,0,,,,Mr Clements to visit Mr Carter
1877-07-25,Amara,1,1,24,,8,
1877-07-26,Ali Gharbi,1,0,5,,,
1877-07-26,Kut,1,1,23,,14,
1877-08-01,Baghdad,1,0,30,,,2C: 1 Jew
1877-08-01,below Gherara,0,1,,,7,"Blockey, Carolina, children, Medula, Stifan, Emilia, Menusha, Alice"
1877-08-02,Kut,0,1,,,6,
1877-08-03,Amara,0,1,,,6,
1877-08-06,Maghil,1,0,44.5,,,1C: Haji Abdulqadir Efendi and 13.5 family members
1877-08-07,Amara,1,1,22,,8,pass-on incl 1C: Hussein Efendi + 2 servants free w Haji Efendi
1877-08-09,Kut,0,1,,,2,
1877-08-16,Baghdad,1,0,126.5,,,"1C: Tooza wife of Georgi Jebra Asfar + 2 children, Tooza's brother Naum; (?)cabin: Rabka daughter of Ghorgis Ferej"
1877-08-16,Poplar Grove,0,1,,,5,"Mina wife of Naum Abud, Fetoohi Toma Loca w wife, sister, the Nun daughter of Marroma - been accompanying Asfar party"
1877-08-17,Baghdadieh,0,1,,,1,Telhaga - swam ashore to island
1877-08-18,Kut,0,1,,,8,
1877-08-22,Amara,0,1,,,35,
1877-08-23,Azair,0,1,,,3,
1877-08-25,Maghil,1,0,33,,,1C: Tooza Asfar and brother; 2C: Antone Marine in 1C cabin
1877-08-25,Azair,1,0,3,,,Jewish women
1877-08-25,Amara,1,1,20,,6,pass-on incl cabin Jeboory
1877-08-26,Kut,1,1,16,,4,
1877-08-31,Baghdad,1,0,85.5,,,
1877-09-02,Kut,1,1,21,,4,
1877-09-03,Amara,0,1,,,35,
1877-09-05,Basra,1,0,37,,,
1877-09-06,Amara,1,1,25.5,,9,
1877-09-07,Kut,1,1,19.5,,8,
1877-09-08,[Euphrates],1,0,1,,,Mr Stauno (Greek in Ottoman employ as interpreter)
1877-09-26,Baghdad,1,0,70.5,,,
1877-09-26,Gherara,0,1,,,yes,Muslims
1877-09-27,[City of London],0,1,,,3,blacksmiths
1877-09-29,Kut,0,1,,,8,"pass-off incl Elias Serkis, Polus Serkis"
1877-09-30,Amara,0,1,,,13,
1877-10-01,Qurna,0,1,,,7,
1877-10-02,Basra,1,0,31.5,,,"?1C: Mr and Mrs Russell consul for Mosul, Ahmed Agha's family, Naum Abud's family"
1877-10-04,Amara,1,1,15.5,,4,
1877-10-05,Kut,0,1,,,1,
1877-11-08,Baghdad,1,0,116,,,
1877-11-08,Gherara,0,1,,,1,Mr Tartt
1877-11-09,Azizieh,0,1,,,2,
1877-11-10,[City of London],0,1,,,1,Mr Powell
1877-11-10,Kut,1,1,14,,17,
1877-11-10,Sheikh Saad,0,1,,,3,
1877-11-11,Amara,0,1,,,16,
1877-11-13,Basra,1,0,32.5,,,
1877-11-13,Maghil,1,0,2,,,2 deckmen
1877-11-14,Amara,0,1,,,1,
1877-11-15,Sheikh Saad,1,0,6,,,
1877-11-15,Kut,1,1,1,,3,"pass-on incl Abdulqadir Bey kayamakam paying deck, sleeping in cabin"
1877-11-23,Baghdad,1,0,71.5,,,
1877-11-23,Gherara,0,1,,,2,"Mr Tartt, Mr Milne"
1877-11-23,Baghdadieh,0,1,,,1,Khdeir
1877-11-24,Nemlah,0,1,,,2,had been booked for Kut
1877-11-25,Kut,0,1,,,19,
1877-11-26,Amara,0,1,,,10.5,
1877-11-26,Qurna,0,1,,,2,
1877-11-29,Maghil,1,0,53,,,1C: Mr Darby agent of monthly Sassoon steamers
1877-11-30,Amara,1,1,26,,15,pass-off incl Jeboory
1877-12-01,Kut,0,1,,,5,
1877-12-02,Baghdadieh,1,0,1,,,Khdeir
1877-12-02,Baruda,1,0,3,,,"Mr Tartt, Mr Clarke, Taylor"
1877-12-07,Baghdad,1,0,61,,,"1C: Mr Sansom of Lynch Bros, Mr Milne engineer, son of Yousif Shukry"
1877-12-07,Gherara,0,1,,,6,"Blockey, Mr and Mrs Clarke, Mr Tartt, Capt Horn, Mr Conbrough"
1877-12-09,Kut,0,1,,,10,
1877-12-10,Sheikh Saad,0,1,,,2,
1877-12-10,Amara,0,1,,,20.5,
1877-12-11,Qurna,0,1,,,2,
1877-12-13,Maghil,1,0,16,,,
1877-12-14,Azair,0,1,,,2,
1877-12-15,Amara,1,1,29.5,,5,
1877-12-16,[City of London],1,0,1,,,Blockey
1877-12-16,Kut,0,1,,,1,
1877-12-28,Baghdad,1,0,52.5,,,"?1C: Mr Darby, English missionary w wife, Isaac Lurian"
1877-12-29,Kut,0,1,,,9,
1877-12-30,Amara,0,1,,,11,
1877-12-31,Azair,0,0,,,,"Rev Mr Stothant and wife, Mr Darby to visit tomb"
1877-12-31,Qurna,0,1,,,1,
1878-01-03,Maghil,1,0,68,,,"1C: Mr Paul of Grey Mackenzie, Mr Brooks 2nd Lt of ""Daphne""; 2C: 3 men of ""Daphne"""
1878-01-03,Qurna,0,1,,,4,men of Daphne + 1 other
1878-01-04,Amara,1,1,16.5,,16,
1878-01-05,Kut,1,1,5,,6.5,
1878-01-11,Baghdad,1,0,35,,,"1C: Mr Alex Calothi, his wife, her 2 daughters w Mr Stanno a Greek"
1878-01-11,Gherara,0,1,,,1,Mr Tartt
1878-01-11,[Comet],1,0,1,,,"Mr Brooks of ""Delphine"""
1878-01-11,Azizieh,1,1,1,,1,
1878-01-12,Kut,0,1,,,7,
1878-01-13,Amara,0,1,,,12,
1878-01-14,Qurna,0,1,,,1,
1878-01-16,Maghil,1,0,48,,,
1878-01-17,Qurna,0,1,,,2,
1878-01-17,Amara,1,1,18,,25,
1878-01-18,Kut,1,0,19,,,pass-on incl 2C: Suleyman Bey son of Mansur Pasha of Muntafiq
1878-01-25,Baghdad,1,0,76.5,,,"1C: Akif Bey and 2 women to Amara, Deya Bey to Amara, wife of Molla Reza Persian Consul, Khalid Bey commodore free"
1878-01-25,Baruda,0,1,,,7,"Clarke, Conborough, Haliday, Welty, Tartt, Alfred Holland, Cuthbert + servants"
1878-01-25,Kut,0,1,,,7.5,
1878-01-26,Sheikh Saad,0,1,,,3,
1878-01-26,Amara,0,1,,,30,
1878-01-27,Qurna,0,1,,,3,
1878-01-27,[belem],1,0,5,,,"Carter, Cadenhead, Yousif Marine, Michael, 2nd Lt of ""Arab"""
1878-01-27,Maghil,0,1,,,5,"Carter, Cadenhead, Yousif Marine, Michael, 2nd Lt of ""Arab"""
1878-01-31,Maghil,1,0,70,,,2C: 1 person
1878-01-31,Amara,1,1,26,,18,
1878-02-01,Kut,1,1,16,,7,
1878-02-08,Baghdad,1,0,125.5,,,2C: 3 people
1878-02-09,Kut,0,1,,,18.5,
1878-02-10,Amara,0,1,,,32,
1878-02-10,Azair,0,1,,,5,Jewish women
1878-02-10,Qurna,0,1,,,9,
1878-02-13,Maghil,1,0,30,,,"1C: Mr Wortmann, 2C: Fadallah brother of Habib Shiha"
1878-02-13,Amara,1,1,24,,6,
1878-02-14,Kut,1,1,9,,3,
1878-02-15,[City of London],1,0,1,,,Blockey
1878-02-22,Baghdad,1,0,78,,,"1C/2C: Hannosh Kroomi and wife, Hannosh' brother Selloomi, Teophilo Tonietti, son of Mahmud Pacaci, Seyyid Hamudi to Kut paying deck, Ali al-Agab to Basra paying deck, another Turk to Basra"
1878-02-22,Kut,0,1,,,10.5,
1878-02-23,Ali Gharbi,0,1,,,5.5,"pass-off sons of Haji Khattab Khudayri, family of mudir of Ali Gharbi"
1878-02-23,Amara,0,1,,,21.5,
1878-02-24,Azair,0,1,,,4,
1878-02-24,Qurna,0,1,,,6,
1878-02-26,Maghil,1,0,58,,,1C: Mr Clarke
1878-02-27,Azair,1,1,9,,3,
1878-02-27,Mounds of Drewesh,0,1,,,3,"Lord Woodhouse capt of ""Teazer"" and 2 officers"
1878-02-27,Amara,1,1,7.5,,10,
1878-02-28,Kut,1,1,11,,5,
1878-03-13,Baghdad,1,0,76,,,2C: 5 Indians
1878-03-14,Kut,0,1,,,28,
1878-03-14,Sheikh Saad,0,1,,,1,
1878-03-14,Ali Gharbi,0,1,,,4,
1878-03-15,Amara,0,1,,,14.5,
1878-03-15,Qurna,0,1,,,2,
1878-03-18,Basra,1,0,39,,,"?1C: Dr Ache the younger, Mr Cadenhead"
1878-03-18,Maghil,1,0,1,,,Mr Cadenhead
1878-03-19,Azair,1,0,2,,,
1878-03-19,Amara,1,1,32,,11,
1878-03-20,Flefleh,0,1,,,2,
1878-03-20,Ali Gharbi,0,1,,,1,
1878-03-20,Kut,0,1,,,5,
1878-03-29,Baghdad,1,0,107,,,"2C: Abdulla Samhiry; ?1C: Mr Wortmann, Mr Cadenhead"
1878-03-29,Gherara,0,1,,,2,"Mr Cunningham, Haliday"
1878-03-29,Kut,0,1,,,29,
1878-03-30,Sheikh Saad,0,1,,,1,
1878-03-30,Ali Gharbi,0,1,,,7,
1878-03-30,Amara,0,1,,,25,
1878-04-02,Basra,1,0,137.5,,,"2C: 10 Indians, 1 Jew; 1C: Editor of Times of India; Mr Wortmann, Naum Abud, Abdulla Yoda, Mirza Muhammad Ali post master w family free"
1878-04-02,Maghil,0,1,,,4,"Mr Hotz, Julius Asche, Yousif, Rufail"
1878-04-03,Qurna,0,1,,,2,
1878-04-03,Amara,1,1,45.5,,22,
1878-04-04,Ali Gharbi,0,1,,,3,
1878-04-05,Kut,1,1,16.5,,6,
1878-04-05,[City of London],1,0,2,,,"2 new officers Mr Darby, Mr Perry"
1878-04-06,Ctesiphon,1,1,3,,3,"Mr Geary editor of Times of India, Mr Wortmann, Mirza Postmaster - to see archy"
1878-04-12,Baghdad,1,0,83.5,,,2C Mirza postmaster and family free
1878-04-12,Ctesiphon,0,1,,,3,"Mr and Mrs Blockey, Swiss Merchant of Ziegler and Co of Persia"
1878-04-12,Kut,0,1,,,20,
1878-04-13,Amara,0,1,,,30,
1878-04-14,Qurna,0,1,,,1,
1878-04-16,Basra,1,0,90.5,124.5,,"1C: Naum Serkis, wife of Muhammad Efendi bash-katip of customs house; wife of Haji Efendi and 8 servants - enslaved women - all free"
1878-04-17,Qurna,0,1,,,3,new kaymakam of Qurna Haji Said Efendi and 2 servants
1878-04-17,Azair,0,1,,,2,Haji Efendi's wife and other women visiting tomb also
1878-04-17,Amara,1,1,22.5,,10,
1878-04-17,Ali Gharbi,0,1,,,2,
1878-04-19,Kut,0,1,,,5,
1878-04-26,Baghdad,1,0,yes,,,
1878-04-26,Azizieh,0,1,,,10,new mudir Haji Bekir Agha + 9 followers
1878-04-26,Kut,0,1,,,19,
1878-04-27,Amara,0,1,,,23,
1878-04-28,Azair,0,1,,,3,
1878-04-30,Maghil,1,0,45,,,
1878-05-01,Azair,1,1,3,,2,
1878-05-01,Amara,1,1,39,,7,
1878-05-03,Kut,1,1,13,,6,pass-on incl 1 free relation of Muhammad Palat
1878-05-03,[City of London],1,0,1,,,Johnny (nephew) - accompanying family w cousins going to England
1878-05-10,Baghdad,1,0,196.5,,,"1C: 3 Jews, 2C: 3 persons; total 84 Jews"
1878-05-10,Gherara,0,1,,,1,Mr Tartt
1878-05-10,Kut,0,1,,,8,
1878-05-11,Amara,1,1,30,,29,
1878-05-12,Azair,0,1,,,96.5,
1878-05-15,Maghil,1,0,139.5,,,"1C: son of Paul Tombaci, a Turk"
1878-05-15,Qurna,0,1,,,2,
1878-05-15,Azair,1,1,33.5,,52,
1878-05-15,Amara,1,1,18,,24.5,
1878-05-16,Ali Gharbi,0,1,,,1,
1878-05-23,Baghdad,1,0,201,,,91.5 for Azair
1878-05-24,Azizieh,0,1,,,3,
1878-05-24,Kut,0,1,,,21,
1878-05-24,Sheikh Saad,0,1,,,2,
1878-05-25,Amara,1,1,52,,29.5,
1878-05-25,Azair,0,1,,,91.5,assuming didn't pick up any others
1878-05-28,Maghil,1,0,104.5,308.5,,"1C: Eliahu son of Reuben Somaykh, Mr Nicola Calothi, Seyyid Efendi bash-mudir of Baghdad quarantine; wife and children of Mirza Muhammad Ali postmaster deck"
1878-05-28,Azair,1,1,128,,4,
1878-05-29,Amara,1,1,33.5,,12,pass-on incl Sha'ban Agha tabur agasi and 3 follwers
1878-05-29,Ali Gharbi,0,1,,,4,Sha'ban Agah taburagasi and 3 followers
1878-05-30,Kut,1,1,36.5,,1,
1878-05-31,[City of London],1,1,1,,1,"switch Capt Cowley, Capt Clements"
1878-05-31,Azizieh,1,0,5,,,picked up from belem
1878-06-07,Baghdad,1,0,97.5,,,1C: Joseph Tonietti free
1878-06-07,Azizieh,0,1,,,2,
1878-06-07,Kut,0,1,,,17,
1878-06-08,Amara,0,1,,,43,
1878-06-09,Azair,1,0,33,,,"pass-on incl Ashraf Pasah + 3 servants, younger brother of Sheja free"
1878-06-09,above Hmeyan,0,1,,,5,Ashraf Pasha and followers
1878-06-09,Qurna,0,1,,,10,"pass-off incl men of Abdullah Pasha wali Basra, Turkish women of his secretary"
1878-06-11,Maghil,1,0,146,355,,"1C: son of Abdulla Malcolm, French Capt of sailing ship and wife"
1878-06-12,Qurna,1,0,37,,,"Ashraf Pasha, Sheikh Sheja + 35 Arab followers of Sheja"
1878-06-12,Azair,1,0,119.5,,,also Ashraf Pasha's servants
1878-06-12,Amara,1,1,45,318.5,65.5,"pass-off incl Ashraf Pasha, Sheikh Sheja, 36 followers"
1878-06-14,Kut,1,1,36.5,,17.5,
1878-06-14,Hamraya,0,1,,,1,
1878-06-19,Baghdad,1,0,80.5,,,
1878-06-20,Kut,0,1,,,15,
1878-06-20,Amara,1,1,1,,15,pass-on incl Jeboory 
1878-06-21,Azair,0,1,,,9.5,
1878-06-21,Qurna,0,1,,,2,"1 passenger, 1 ""man"""
1878-06-23,Maghil,1,0,58,,,1C: Indian man and wife
1878-06-23,Azair,1,0,9.5,,,
1878-06-23,Amara,1,1,7,,13,
1878-06-24,Ali Gharbi,0,1,,,1,
1878-06-25,Kut,1,1,35,,2,
1878-07-03,Baghdad,1,0,80,,,"Muhammad Bey ibn al-Ruba'i new governor of Kut, Mr Cunningham of Grey Mackenzie"
1878-07-04,Kut,0,1,,,22,pass-off incl Muhammad Bey and followers
1878-07-05,Amara,0,1,,,28.5,
1878-07-08,Maghil,1,0,103.5,,,
1878-07-09,Amara,1,1,65,,19.5,
1878-07-10,Ali Gharbi,0,1,,,4,
1878-07-10,Kut,1,1,33.5,,18,
1878-07-17,Baghdad,1,0,47,,,"1C: Dr Colvill free, Mr Reuben Erame, Hashem Pasha defterdar free, Juma Efendi mudir of customs house free, Mons Auriol French merchant"
1878-07-17,Kut,0,1,,,9,
1878-07-18,Amara,0,1,,,6.5,
1878-07-19,Qurna,0,1,,,4,
1878-07-19,Maghil,1,0,2,,,"Mr Carter, Mr Mackenzie"
1878-07-21,Basra,1,0,44,,,
1878-07-21,above Yousif's date ground at Shebyeh,0,1,,,2,"Yousif, Jeboory"
1878-07-21,Qurna,0,1,,,12,"""men"""
1878-07-22,Amara,1,1,36,,8,
1878-07-23,Ali Gharbi,0,1,,,2,
1878-07-23,Kut,1,1,14,,1,
1878-07-24,Gherara,0,1,,,1,Cowley
1878-08-01,Baghdad,1,0,96,,,"1C: Mr Hotz, Dr Asche, Turkish woman - relative of kaymakam of Kut"
1878-08-02,Kut,0,1,,,32,
1878-08-03,Amara,1,1,24,,23,pass-on incl Habib Shiha
1878-08-04,Qurna,0,1,,,yes,
1878-08-06,Basra,1,0,79.5,,,"1C: Mr Darby agent of Sassoon steamers, Mr and MRs Clarke"
1878-08-06,Maghil,0,1,,,1,Mr Carter
1878-08-07,Amara,1,1,35.5,,32,
1878-08-08,Sheikh Saad,1,0,3,,,
1878-08-09,Kut,1,1,45,,11,
1878-08-11,Gherara,1,0,1,,,Mrs Cowley
1878-08-15,Baghdad,1,0,95,,,1C: Mr Darby of Sassoon
1878-08-17,Kut,0,1,,,25,
1878-08-18,below Sheikh Saad,0,1,,,7,
1878-08-18,Ali Gharbi,0,1,,,2,
1878-08-18,Amara,1,1,yes,,16,
1878-08-19,Qurna,0,1,,,yes,
1878-08-20,Maghil,1,0,42.5,,,pass-on incl Habib Shiha to Amara
1878-08-21,Amara,1,1,61.5,,12.5,"pass-on incl Sheikh Sheja deck, 1C: 2 women of Sheikh's family incl wife Beldeh, 28 followers deck"
1878-08-22,Ali Gharbi,1,1,6,,5,pass-off Sheja's sister and followers
1878-08-22,Kut,1,1,43.5,,15,
1878-08-29,Baghdad,1,0,204.5,,,
1878-08-30,Kut,1,1,32.5,,24.5,
1878-08-31,Amara,0,1,,,48.5,
1878-09-01,Qurna,0,1,,,2,
1878-09-03,Maghil,0,0,,,,"1C: Dr Bowman, Mrs Faragher free"
1878-09-04,Amara,1,1,28.5,,11.5,pass-on incl 1C: Labib Efendi young Turk
1878-09-05,Ali Gharbi,0,1,,,2,
1878-09-05,Kut,0,1,,,10,
1878-09-07,Baghdadieh,0,0,,,,burying body of Perry
1878-09-12,Baghdad,1,0,92.5,103.5,,"1C: Haji Na'man son of Haji Abdulrahman Pacaci w four servants free; Selim Bostani of Beirut, brother of Khalil Nassoor from Beirut"
1878-09-14,Kut,0,1,,,8,
1878-09-15,Amara,0,1,,,26,
1878-09-15,Azair,0,1,,,2,Jewish women
1878-09-15,Qurna,0,1,,,1,
1878-09-17,Maghil,1,0,68,100,,1C: Haji Na'man son of Abdulrahman Pacaci and 4 followers
1878-09-18,Azair,1,0,2,,,
1878-09-18,Amara,1,1,12,,3,
1878-09-19,Ali Gharbi,0,1,,,2,
1878-09-19,Kut,1,1,23,,7,
1878-09-25,Baghdad,1,0,5.5,92,,"1C: Mrs Aurial a frenchwoman, daughter of Capt Dominici, Mrs Faragher - all messing"
1878-09-25,[City of London],0,1,,,1,Mrs Faragher
1878-09-26,Kut,0,1,,,15,
1878-09-27,Amara,0,1,,,25,
1878-10-01,Maghil,1,0,92,148,,
1878-10-02,Amara,1,1,30.5,,4,
1878-10-03,Kut,1,1,25.5,,10.5,
1878-10-09,Baghdad,1,0,431,475,,"2C: 3 women; deck incl 15 free Mosulis and blacksmiths for Ottoman steamer ""Nejd""; 1C: Mr and Mrs Faragher free"
1878-10-09,Gherara,0,1,,,6,"Col Nixon, Blockey, Carolina, Henry, Menusha, Alice"
1878-10-10,Azizieh,0,1,,,2,men of Rushdi Bey new mudir
1878-10-11,Kut,1,1,29.5,,50,
1878-10-12,Amara,1,1,8.5,,30,
1878-10-13,Qurna,0,1,,,5,
1878-10-13,near island,1,0,1,,,Rufail
1878-10-13,Maghil,0,1,,,1,Rufail
1878-10-15,Maghil,1,0,51.5,122.5,,
1878-10-16,Amara,1,1,23.5,,13,
1878-10-17,Kut,1,1,48.5,,9,
1878-10-18,Gherara,0,0,,,,Cowley went on shore and came back
1878-10-23,Baghdad,1,0,yes,322,,"1C: Hamadi Bey son of Tahir Pasha, Seyyid Hasan merchant, Mons Achille, 5 Persians - Imam Jum'a and his wives, Mansur Pasha of Muntafiq"
1878-10-25,Kut,1,1,19.5,,17,pass-on incl Selman son of Mansur Pasha w 5 servants
1878-10-27,Amara,0,1,,,23,
1878-10-27,Azair,1,1,4.5,,8,
1878-10-29,Maghil,1,0,88.5,134.5,,
1878-10-30,Azair,1,0,8,,,
1878-10-30,Amara,1,1,27,,16,
1878-10-30,above Amara,0,1,,,3,passengers from Amara w/o money
1878-10-31,Ali Gharbi,0,1,,,1,
1878-10-31,Kut,1,1,13,,7,
1878-11-05,Baghdad,1,0,yes,130.5,,
1878-11-05,Gherara,1,0,7,,,"Blockey, Carolina, Col Nixon, Medula, Stifan, Alice, Emilia + servants"
1878-11-05,Ctesiphon,0,1,,,7,"Blockey, Carolina, Col Nixon, Medula, Stifan, Alice, Emilia + servants"
1878-11-07,Kut,0,1,,,27.5,
1878-11-07,Ali Gharbi,0,1,,,2,
1878-11-08,Amara,0,1,,,14.5,
1878-11-10,Maghil,1,0,158.5,203.5,,
1878-11-11,Amara,1,1,20,,13,pass-on incl Sheikh Yahya the Sabaean
1878-11-12,Kut,1,1,25.5,,9,
1878-11-14,Gherara,1,0,3,,,"Blockey, Carolina, Alice + children"
1878-11-19,Baghdad,1,0,116.5,153,,2C: 2.5 people
1878-11-20,Azizieh,0,1,,,5.5,
1878-11-21,Kut,0,1,,,30,
1878-11-22,Ali Gharbi,0,1,,,1,
1878-11-23,Amara,1,1,22.5,,43,
1878-11-23,Azair,1,0,yes,,,pass-on incl Haskayl Gareh
1878-11-25,Maghil,1,0,131,187.5,,"?1C: Capt of ""Henry Bulkow"" and wife, English traveller"
1878-11-26,Qurna,0,1,,,2,"Capt of ""Hallamshire"" and wife"
1878-11-26,Amara,1,1,50,,17.5,pass-on incl Michael
1878-11-27,Kut,1,1,5.5,,3,
1878-12-03,Baghdad,1,0,57.5,60,,1C: Mr Clarke (?free)
1878-12-03,[City of London],0,1,,,1,Blockey
1878-12-05,Kut,0,1,,,4,
1878-12-06,Amara,0,1,,,12,
1878-12-07,Azair,0,1,,,5+,"5 Persian Jews, other Jews"
1878-12-10,Maghil,1,0,161,201,,"?1C: Jeboory Asfar; other lots Bahraini pilgrims, 16 replacement sepoys for Residency"
1878-12-10,Azair,1,0,5,,,
1878-12-10,Amara,1,1,20.5,,18,
1878-12-11,Ali Gharbi,0,1,,,1,
1878-12-12,Kut,1,1,13.5,,13,
1878-12-24,Baghdad,1,0,64.5,80.5,,
1878-12-24,Gherara,0,1,,,1,Mr Tartt
1878-12-28,Kut,0,1,,,3,
1878-12-30,Amara,0,1,,,13,
1878-12-31,Qurna,0,1,,,3,
1879-01-04,Qurna,1,0,1,,,
1879-01-05,Amara,1,1,27.5,,2,
1879-01-06,Kut,1,1,18.5,,11,
1879-01-07,Azizieh,0,1,,,1,murderer belonging to Rashid Bey (?)
1879-01-14,Baghdad,1,0,199.5,,,"1C: Mr Turk clerk of Hotz and Zoon, Indian Nawab Emin ud-Din Hayder Sahib; 2C: 3 people"
1879-01-16,Kut,0,1,,,25,
1879-01-17,Amara,0,1,,,17.5,
1879-01-18,Qurna,0,1,,,6.5,
1879-01-20,Basra,0,0,,,,"1C: Razkallah Kababeh messing, Artin Apikyan messing"
1879-01-20,Maghil,1,0,210.5,,,
1879-01-21,Amara,1,1,48,,18,
1879-01-22,Ali Gharbi,0,1,,,2,
1879-01-22,Sheikh Saad,0,1,,,4,Mekhyeh sister of Sheikh Sheja and wife of Hamadi brother of Mizban the BL shaykh + 3 followers
1879-01-22,Kut,1,1,15.5,,14.5,
1879-01-29,Baghdad,1,0,30,,,
1879-01-31,Kut,0,1,,,4,
1879-02-01,Amara,0,1,,,8,
1879-02-03,Basra,1,0,98.5,169,,"?free: Blockey, Cunningham"
1879-02-04,Amara,1,1,38.5,,16,
1879-02-05,Ali Gharbi,0,1,,,4,
1879-02-05,Kut,1,1,20,,9,
1879-02-06,Gherara,0,1,,,1,deckman
1879-02-12,Baghdad,1,0,yes,,,
1879-02-13,Ctesiphon,0,1,,,4,"Col Nixon, Mrs Nixon, Miss Nelly Nixon, Miss Clarke governess + sepoys, kawasses"
1879-02-14,Kut,0,1,,,24.5,
1879-02-16,Amara,0,1,,,10,
1879-02-16,Azair,0,1,,,1,
1879-02-16,Qurna,0,1,,,3,
1879-02-18,Basra,0,0,,,,"1C: Admiral Bythesea and wife, Mrs Joseph relative of Sassoon from Bombay, Dr Milne; 2C: Eliahu Someykh, 6 Indians"
1879-02-19,Qurna,1,1,88,,2,"chief officer and dr of ""Agra"""
1879-02-19,Amara,1,1,39,,5,
1879-02-20,Kut,1,1,7,,5,
1879-02-26,Baghdad,1,0,98,,,2C: 1 Jew; Mr and Mrs Clarke (free?)
1879-02-26,Gherara,0,1,,,3,"Blockey, Carolina, Haliday"
1879-02-27,Azizieh,0,1,,,1,
1879-02-28,Kut,1,1,15.5,,3,
1879-03-01,Amara,0,1,,,19,
1879-03-01,Maghil,0,1,,,2,Mr and Mrs Clarke + servants
1879-03-03,Maghil,1,0,54.5,,,"?cabins: Mr Sansom, Jeboory"
1879-03-04,Amara,1,1,35,,3,pass-off incl Jeboory
1879-03-05,Kut,1,1,10,,3.5,
1879-03-12,Baghdad,1,0,107.5,,,?cabin: Mrs Cowley and children
1879-03-12,Gherara,0,1,,,2,passengers w no money
1879-03-12,Azizieh,0,1,,,2,
1879-03-13,Kut,0,1,,,23,
1879-03-13,Ali Gharbi,0,1,,,5,
1879-03-14,Amara,1,1,15,,26.5,pass-on incl Habib Shiha
1879-03-14,Qurna,0,1,,,4,
1879-03-17,Amara,1,1,42,,9,
1879-03-18,Sheikh Saad,1,0,3,,,
1879-03-18,Kut,1,1,16,,5,
1879-03-25,Baghdad,1,0,30,,,
1879-04-05,Baghdad,0,1,,,149.5,
1879-04-15,Baghdad,1,0,103,,,"1C?: Blockey, Carolina, children"
1879-04-15,Gherara,0,1,,,2,"Capt Clements, Mr Tartt"
1879-04-15,Ctesiphon,0,1,,,1,Henry's servant Passam and family
1879-04-15,Kut,0,1,,,24.5,
1879-04-16,Ali Gharbi,0,1,,,1,
1879-04-16,Amara,0,1,,,14,
1879-04-17,Maghil,0,1,,,2,"Blockey, Carolina + children"
1879-04-20,Basra,1,0,223,,,96 through from Bushire and Bombay
1879-04-20,Maghil,1,0,2,,,Blockey and family
1879-04-20,Qurna,0,1,,,2,"officers of ""Java"""
1879-04-21,Amara,1,1,22,,3,pass-on incl Jeboory
1879-04-22,Ali Gharbi,0,1,,,2,
1879-04-22,Kut,1,0,YES,248,,
1879-04-24,,0,0,,,,"passenger - Persian boy fell overboard, presumed drowned; Jeboory died of illness"
1879-04-30,Baghdad,1,0,150,,,
1879-06-30,Baghdad,1,0,40,,,"""City of London"""
1879-07-02,Kut,0,1,,,yes,
1879-07-02,[Blosse Lynch],0,0,,,,JMS transferred
1879-07-11,Baghdad,1,0,200,,,2C: Mr Pais; mostly Persian pilgrims
1879-07-12,,0,0,,,,1 passenger drowned
1879-07-13,,0,0,,,,60 passengers left in mahaylas down
1879-07-21,Kut,0,1,,,10,
1879-07-22,Kut,1,0,25,,,
1879-07-22,Sheikh Saad,0,1,,,3,
1879-07-23,Ali Gharbi,0,1,,,7,
1879-07-23,Amara,1,1,18,,36,pass-on agree to forfeit passage money if sudd closed
1879-08-05,Maghil,1,0,31.5,,,"1C: Mr Robertson + 2 servants, ?cabin Haji Abdulqadir Efendi"
1879-08-06,Qurna,0,1,,,3,
1879-08-13,Abu Roba sudd,1,0,120,,,1C: Muhammad Bey Ruba'I kaymakam of Kut now appointed to Shatra
1879-08-13,Qurna,0,1,,,1,
1879-08-26,Maghil,1,0,135,,,"1C: 6.5 Indians, 2 English officers General Vaugan and Maj Stewart; 2C: Muhammad Bey ibn Ruba'I former gov of Kut"
1879-08-27,Amara,1,1,23.5,,6,
1879-08-30,[City of London],1,0,146.5,,,
1879-08-30,Ali Gharbi,0,1,,,1,
1879-09-01,Amara,0,1,,,33.5,
1879-09-02,Qurna,0,1,,,6,
1879-09-08,Maghil,1,0,38,,,
1879-09-09,Amara,1,1,21,,7,"pass-on incl Ashraf Pasha, son Akif Bey + 14 family members and servants"
1879-09-10,Ali Gharbi,0,1,,,2,mudir; buried dead child of Akif Bey
1879-09-11,Kut,1,1,12,,yes,on coolies to transship cargo w City of London
1879-09-11,[City of London],1,0,116,,,1C: Maj Stewart going to India; Mektubcu of Abdulrahman Pasha; wife of Shlous Shahbandar of custom house (Jewish)
1879-09-12,Kut,0,1,,,18,
1879-09-13,Sheikh Saad,0,1,,,2,
